UID,פיילוט,dateTimeCreate,shem_mishpacha_talmid,shem_male_talmid,mosad.code,mosad.teur,kita.code,kita.teur,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
STU0656,פיילוט ג,2024-10-10 11:54:00,שמש,יוסף,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,3,3,2,2,3,5,2,2,2
STU0657,פיילוט ב,2025-02-21 15:22:00,שפירא,יעל,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,2,1,3,1,1,4,1,2,1
STU0658,פיילוט ג,2025-01-27 08:54:00,גרוס,רחל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,3,3,2,3,4,4,1,2,2
STU0659,פיילוט א,2025-02-14 08:23:00,שלום,אורי,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,4,2,3,1,2,3,3,2,3
STU0660,פיילוט ב,2025-02-14 13:37:00,אלמוג,שירה,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,1,1,1,2,1,2,1,1,2
STU0661,פיילוט א,2024-12-06 09:49:00,זיו,יעל,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,3,4,5,4,5,4,3,5,5
STU0662,פיילוט ג,2025-01-09 11:01:00,שלום,גלית,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,1,2,1,2,3,2,4,3
STU0663,פיילוט ג,2025-01-25 10:06:00,ברק,מיכל,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,1,2,1,2,1,4,2,2,1
STU0664,פיילוט ג,2025-02-14 09:48:00,פרידמן,אורי,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,4,5,5,5,5,2,5,5,5
STU0665,פיילוט ג,2024-10-23 10:05:00,בן יוסף,תמר,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,1,1,3,2,1,2,1,1,2
STU0666,פיילוט א,2024-09-12 16:57:00,גרוס,יונתן,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,3,2,4,1,3,5,1,2,2
STU0667,פיילוט ג,2024-09-26 08:15:00,לוי,רונית,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,4,2,4,2,4,5,3,2,3
STU0668,פיילוט א,2024-12-18 09:35:00,דהן,תמר,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,5,5,4,5,5,3,3,5,5
STU0669,פיילוט א,2024-09-19 12:40:00,פרידמן,ליאור,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,3,1,3,3,3,5,1,4,1
STU0670,פיילוט א,2024-09-29 16:26:00,מזרחי,אדר,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,3,2,2,3,2,3,2,2,3
STU0671,פיילוט ב,2024-09-27 09:11:00,בן דוד,גיל,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,2,1,1,2,1,2,1,1,1
STU0672,פיילוט ג,2024-11-21 14:11:00,אלון,יונתן,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,4,3,3,3,3,5,1,2,1
STU0673,פיילוט ג,2024-12-06 17:47:00,דהן,יוסף,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,4,3,5,5,5,2,5,4,3
STU0674,פיילוט א,2024-11-13 12:27:00,בן דוד,אייל,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,3,1,3,2,1,3,1,2,2
STU0675,פיילוט א,2024-10-13 17:03:00,מזרחי,גיל,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,2,2,3,2,3,3,2,1
STU0676,פיילוט א,2025-01-15 09:25:00,כהן,שון,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,4,3,4,1,3,4,3,4,3
STU0677,פיילוט ג,2025-01-14 17:02:00,כץ,רחל,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,5,4,5,5,5,3,3,5,5
STU0678,פיילוט ג,2024-12-07 10:23:00,פרץ,אדר,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,3,3,5,3,5,3,3,5,4
STU0679,פיילוט ג,2025-02-09 17:25:00,פרידמן,גיל,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,1,1,2,2,1,3,1,1,2
STU0680,פיילוט ג,2024-09-02 13:56:00,אברהם,יעל,1001,בית ספר אורט נהריה,י2,כיתה י׳2,2,2,2,3,3,4,2,3,1
STU0681,פיילוט א,2024-09-02 10:49:00,דהן,אייל,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,3,1,2,3,4,3,2,2,2
STU0682,פיילוט ב,2024-10-12 10:22:00,אלמוג,נועה,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,3,2,2,3,3,3,2,4,2
STU0683,פיילוט ג,2024-09-09 10:42:00,פרידמן,ניר,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,3,3,5,3,4,3,4,5,4
STU0684,פיילוט ב,2024-12-09 10:07:00,פרץ,נועה,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,4,2,4,3,2,4,2,4,3
STU0685,פיילוט ב,2024-09-03 14:30:00,גרוס,גיל,1003,תיכון הרצליה תל אביב,ט2,כיתה ט׳2,2,3,2,1,4,4,2,4,3
STU0686,פיילוט ב,2025-02-27 11:42:00,אלמוג,רונית,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,5,3,5,5,4,2,4,4,4
STU0687,פיילוט א,2024-10-29 09:08:00,שפירא,יוסף,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,3,2,3,1,1,4,2,3,1
STU0688,פיילוט א,2025-02-27 11:14:00,ברק,עמית,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,2,3,2,1,2,4,2,4,2
STU0689,פיילוט ג,2024-12-17 11:20:00,לוי,דוד,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,4,1,3,1,3,4,2,3,3
STU0690,פיילוט א,2024-10-18 12:31:00,אלון,אדר,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,3,1,1,2,1,3,2,1,1
STU0691,פיילוט א,2025-01-29 16:38:00,אלון,אייל,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,1,2,3,1,1,3,2,2,2
STU0692,פיילוט ג,2025-02-15 11:12:00,זיו,אורי,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,2,1,2,3,4,5,1,2,3
STU0693,פיילוט ג,2024-10-20 14:35:00,דהן,יונתן,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,3,3,3,1,4,5,1,2,1
STU0694,פיילוט ב,2024-10-13 17:17:00,ביטון,גיל,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,1,2,1,1,3,2,3,1
STU0695,פיילוט א,2024-12-22 16:24:00,בן יוסף,יעל,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,1,2,2,2,2,4,2,1,1
STU0696,פיילוט ב,2024-12-26 16:45:00,בן דוד,תמר,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,3,3,4,5,4,4,5,4,5
STU0697,פיילוט א,2024-11-14 08:40:00,ביטון,תמר,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,4,2,4,1,2,3,1,4,1
STU0698,פיילוט א,2024-12-04 13:05:00,בן יוסף,תמר,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,1,1,3,1,1,4,1,3,2
STU0699,פיילוט ג,2024-11-05 08:34:00,שלום,אורי,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,3,1,4,1,3,3,3,3,1
STU0700,פיילוט ב,2025-01-27 14:09:00,זיו,אייל,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,3,2,3,1,1,2,1,2,1
STU0701,פיילוט א,2024-10-17 12:01:00,גרוס,דוד,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,2,2,2,2,2,3,1,4,2
STU0702,פיילוט ב,2024-12-13 09:46:00,בן דוד,שירה,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,3,1,1,1,1,3,1,2,2
STU0703,פיילוט א,2024-11-08 10:40:00,כץ,נועה,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,3,1,2,1,4,3,1,2,1
STU0704,פיילוט א,2024-10-12 12:21:00,נחמיאס,שירה,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,4,2,4,1,2,3,2,4,2
STU0705,פיילוט ג,2024-09-27 16:56:00,אלמוג,שירה,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,2,2,3,1,1,2,1,3,1
STU0706,פיילוט א,2025-02-23 09:31:00,אברהם,אורי,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,4,4,4,4,5,3,3,5,4
STU0707,פיילוט ב,2024-10-16 14:33:00,ברק,שון,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,2,3,3,1,3,3,1,4,1
STU0708,פיילוט ב,2025-02-17 13:59:00,דהן,מיכל,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,5,5,5,5,5,3,3,5,4
STU0709,פיילוט א,2024-09-29 17:27:00,דהן,שירה,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,3,1,2,1,1,3,2,2,1
STU0710,פיילוט א,2025-02-10 13:08:00,שמש,יעל,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,4,4,5,4,5,3,5,5,5
STU0711,פיילוט ב,2024-12-17 16:36:00,שמש,מיכל,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,4,2,4,3,2,4,1,4,3
STU0712,פיילוט א,2024-10-06 12:29:00,ביטון,יונתן,1004,בית ספר דה שליט רחובות,י1,כיתה י׳1,3,4,5,4,4,2,3,5,4
STU0713,פיילוט א,2024-09-07 14:23:00,לוי,אורי,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,3,5,4,3,5,4,3,5,5
STU0714,פיילוט ג,2024-12-16 10:48:00,אברהם,ניר,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,3,3,5,3,4,2,3,4,5
STU0715,פיילוט ג,2024-11-13 09:09:00,לוי,יוסף,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,2,1,2,3,1,3,2,3,1
STU0716,פיילוט א,2024-11-18 11:27:00,אברהם,תמר,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,4,4,5,4,5,4,4,5,5
STU0717,פיילוט ב,2025-01-22 17:53:00,מזרחי,רחל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,5,3,5,5,4,2,4,4,5
STU0718,פיילוט ג,2024-09-28 09:04:00,אלון,שון,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,2,1,1,1,1,4,1,1,1
STU0719,פיילוט א,2025-01-20 11:40:00,לוי,אייל,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,2,3,2,1,2,5,1,3,1
STU0720,פיילוט ג,2024-12-01 12:25:00,בן דוד,רונית,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,2,3,3,1,2,4,1,3,1
STU0721,פיילוט ב,2024-09-26 16:51:00,ביטון,נועה,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,2,1,3,3,1,3,1,3,2
STU0722,פיילוט ג,2024-10-30 11:51:00,ביטון,דוד,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,4,3,4,5,5,2,5,4,5
STU0723,פיילוט א,2024-10-24 17:38:00,מזרחי,שירה,1006,בית ספר נעמן עכו,י2,כיתה י׳2,3,2,4,2,2,5,3,3,1
STU0724,פיילוט א,2024-10-12 09:17:00,שלום,ליאור,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,4,5,4,4,4,3,4,4,4
STU0725,פיילוט א,2025-01-24 15:02:00,אלון,גיל,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,5,4,5,4,5,3,5,4,3
STU0726,פיילוט ג,2024-12-15 16:28:00,דהן,יוסף,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,1,1,2,3,2,3,1,1,2
STU0727,פיילוט א,2024-09-19 11:24:00,זיו,מיכל,1001,בית ספר אורט נהריה,יא2,כיתה יא׳2,3,1,1,1,1,3,1,3,1
STU0728,פיילוט ב,2024-10-22 14:21:00,מזרחי,אדר,1006,בית ספר נעמן עכו,י2,כיתה י׳2,3,1,1,1,1,4,1,2,1
STU0729,פיילוט ב,2024-12-30 10:40:00,פרידמן,אדר,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,5,5,5,3,5,3,3,5,3
STU0730,פיילוט ב,2024-11-09 12:40:00,אברהם,מיכל,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,4,4,5,3,4,2,3,5,4
STU0731,פיילוט ב,2024-10-18 08:05:00,אלמוג,אדר,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,2,2,4,2,3,5,1,4,2
STU0732,פיילוט א,2025-02-25 17:24:00,כהן,יונתן,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,3,2,3,3,4,3,3,3,2
STU0733,פיילוט ג,2024-11-21 08:09:00,זיו,שירה,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,3,2,1,2,2,4,2,3,2
STU0734,פיילוט ב,2024-12-25 17:06:00,לוי,רונית,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,5,4,5,5,5,2,4,4,5
STU0735,פיילוט ג,2024-09-04 13:52:00,אלון,נועה,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,2,3,3,1,3,3,1,4,3
STU0736,פיילוט ג,2024-12-19 16:48:00,ברק,אורי,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,5,4,5,4,5,3,4,5,5
STU0737,פיילוט ב,2025-02-24 14:40:00,גרוס,שון,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,2,3,4,1,4,4,2,3,3
STU0738,פיילוט א,2024-09-26 15:32:00,שלום,יוסף,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,5,3,5,4,4,3,5,5,5
STU0739,פיילוט ב,2024-12-28 14:58:00,שפירא,נועה,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,3,4,5,4,4,2,4,4,4
STU0740,פיילוט א,2024-12-16 08:00:00,כהן,שירה,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,3,2,4,2,3,4,3,2,1
STU0741,פיילוט ג,2024-10-20 17:41:00,שפירא,יוסף,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,3,1,2,1,2,3,1,3,1
STU0742,פיילוט ג,2024-10-03 16:07:00,שלום,יעל,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,4,1,3,2,4,3,2,2,1
STU0743,פיילוט ג,2024-10-10 08:39:00,בן יוסף,מיכל,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,4,3,4,3,4,3,3,5,5
STU0744,פיילוט ג,2024-11-16 11:34:00,שמש,יעל,1007,תיכון מקיף גבעתיים,ט1,כיתה ט׳1,1,1,3,3,1,2,1,3,1
STU0745,פיילוט א,2025-01-31 09:06:00,ביטון,גיל,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,2,1,4,1,4,5,1,2,2
STU0746,פיילוט א,2025-01-03 09:13:00,אלמוג,יעל,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,4,4,4,4,4,3,3,5,3
STU0747,פיילוט ב,2024-10-01 13:22:00,נחמיאס,שון,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,3,4,4,3,5,4,5,5,3
STU0748,פיילוט ג,2024-10-10 11:55:00,אלון,אורי,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,2,1,1,3,1,4,1,3,2
STU0749,פיילוט ב,2024-09-24 13:45:00,בן יוסף,גיל,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,3,3,5,5,4,3,4,5,3
STU0750,פיילוט ב,2024-12-10 09:37:00,שלום,גיל,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,4,2,2,2,2,3,3,4,2
STU0751,פיילוט א,2024-09-28 17:24:00,אלמוג,רונית,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,2,1,2,2,2,4,1,2,2
STU0752,פיילוט ג,2025-02-13 16:22:00,שפירא,נועה,1006,בית ספר נעמן עכו,י1,כיתה י׳1,4,3,4,5,5,4,4,5,5
STU0753,פיילוט ב,2024-11-20 09:00:00,ברק,נועה,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,2,2,2,1,2,5,2,3,1
STU0754,פיילוט ב,2024-10-26 09:35:00,דהן,שון,1006,בית ספר נעמן עכו,ט2,כיתה ט׳2,3,1,4,1,3,4,3,2,3
STU0755,פיילוט ג,2024-09-12 12:26:00,פרץ,אורי,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,4,2,3,2,2,3,1,3,2
STU0756,פיילוט ג,2024-09-02 15:18:00,ביטון,יעל,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,4,2,2,3,2,4,1,4,3
STU0757,פיילוט ג,2024-11-10 13:48:00,אלון,יעל,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,4,5,4,3,5,2,4,5,4
STU0758,פיילוט ב,2024-12-05 17:06:00,כהן,אייל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,4,1,3,2,4,4,2,4,1
STU0759,פיילוט א,2024-12-04 16:00:00,לוי,תמר,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,3,4,5,5,5,2,3,4,3
STU0760,פיילוט א,2024-10-06 17:29:00,פרץ,שירה,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,2,2,3,3,4,4,2,4,1
STU0761,פיילוט א,2025-01-26 15:42:00,נחמיאס,תמר,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,3,1,3,2,2,2,2,3,1
STU0762,פיילוט ג,2025-02-16 11:44:00,מזרחי,מיכל,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,2,1,3,2,4,3,2,4,1
STU0763,פיילוט א,2025-01-30 16:32:00,ברק,גיל,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,5,3,5,4,4,3,3,5,3
STU0764,פיילוט א,2024-12-12 11:04:00,דהן,עמית,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,2,1,2,2,3,4,3,4,1
STU0765,פיילוט ב,2024-12-27 10:17:00,כהן,ניר,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,4,1,2,2,2,5,1,2,1
STU0766,פיילוט ב,2025-01-09 13:03:00,זיו,תמר,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,5,3,5,4,4,2,4,5,4
STU0767,פיילוט א,2024-11-10 16:38:00,נחמיאס,הדס,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,2,2,2,1,1,2,1,1,2
STU0768,פיילוט ג,2024-11-01 09:34:00,פרץ,תמר,1007,תיכון מקיף גבעתיים,ט1,כיתה ט׳1,5,3,4,3,4,2,3,5,4
STU0769,פיילוט ג,2024-10-23 10:50:00,פרידמן,ליאור,1004,בית ספר דה שליט רחובות,יא1,כיתה יא׳1,2,1,2,1,1,4,2,2,1
STU0770,פיילוט ג,2024-11-18 11:10:00,ברק,מיכל,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,4,1,2,1,4,5,3,3,3
STU0771,פיילוט ב,2024-09-20 10:43:00,כהן,שון,1003,תיכון הרצליה תל אביב,ט2,כיתה ט׳2,2,1,4,2,3,4,1,2,2
STU0772,פיילוט ג,2024-10-29 16:32:00,אברהם,שירה,1006,בית ספר נעמן עכו,י2,כיתה י׳2,4,3,5,3,4,2,5,5,4
STU0773,פיילוט ב,2024-11-04 13:29:00,כהן,ליאור,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,2,1,2,3,1,4,1,3,1
STU0774,פיילוט ב,2024-09-06 10:26:00,שמש,שירה,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,4,3,3,1,3,5,3,4,3
STU0775,פיילוט א,2024-12-06 09:17:00,בן יוסף,רחל,1006,בית ספר נעמן עכו,י2,כיתה י׳2,5,5,5,4,5,2,5,4,3
STU0776,פיילוט ג,2025-01-12 13:53:00,כץ,אורי,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,3,2,4,2,3,4,1,2,3
STU0777,פיילוט ב,2024-10-09 16:18:00,כץ,יונתן,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,3,2,2,1,3,5,1,3,3
STU0778,פיילוט ב,2024-09-14 15:19:00,כהן,עמית,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,2,2,2,2,2,3,2,4,1
STU0779,פיילוט א,2024-11-09 10:46:00,פרידמן,עמית,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,4,3,5,4,5,4,5,4,3
STU0780,פיילוט א,2024-11-06 12:38:00,גרוס,דוד,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,4,4,4,5,5,3,4,5,3
STU0781,פיילוט ב,2024-11-18 09:19:00,שלום,רחל,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,2,3,2,2,2,4,3,2,2
STU0782,פיילוט ב,2024-12-29 13:27:00,זיו,עמית,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,3,5,5,5,5,4,5,5,4
STU0783,פיילוט א,2024-12-05 10:39:00,בן יוסף,גלית,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,2,2,2,1,4,4,1,4,3
STU0784,פיילוט ב,2024-11-09 09:21:00,כץ,אורי,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,4,5,4,4,5,3,3,4,3
STU0785,פיילוט ב,2024-09-14 11:33:00,ביטון,יונתן,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,2,1,1,3,2,4,2,3,2
STU0786,פיילוט א,2025-02-24 11:07:00,מזרחי,נועה,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,3,1,2,3,1,4,1,2,2
STU0787,פיילוט א,2024-09-15 09:19:00,שפירא,ניר,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,2,1,2,1,3,3,3,3,2
STU0788,פיילוט א,2025-02-10 08:11:00,ביטון,אייל,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,3,3,4,2,4,5,1,3,1
STU0789,פיילוט ג,2025-01-05 13:42:00,דהן,יעל,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,3,1,2,2,1,3,2,1,2
STU0790,פיילוט א,2024-09-03 17:19:00,לוי,שון,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,3,2,2,1,3,4,1,4,2
STU0791,פיילוט ב,2024-10-24 13:57:00,בן דוד,יעל,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,4,5,5,4,4,2,4,5,5
STU0792,פיילוט ג,2025-02-16 12:59:00,שפירא,מיכל,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,4,5,5,5,5,3,5,4,4
STU0793,פיילוט ב,2025-02-26 13:37:00,שלום,ליאור,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,3,1,3,3,2,4,2,2,1
STU0794,פיילוט א,2024-11-22 11:49:00,שמש,אורי,1007,תיכון מקיף גבעתיים,ט1,כיתה ט׳1,5,3,4,3,5,2,4,5,4
STU0795,פיילוט ב,2024-12-23 13:38:00,כהן,דוד,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,2,1,1,3,1,2,1,3,1
STU0796,פיילוט ג,2024-12-22 12:14:00,פרידמן,דוד,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,3,1,4,3,4,3,1,3,2
STU0797,פיילוט ג,2024-09-02 13:49:00,אלמוג,גלית,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,3,5,4,5,5,2,3,4,3
STU0798,פיילוט א,2025-01-07 13:22:00,כץ,יונתן,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,3,2,3,3,1,2,1,3,1
STU0799,פיילוט א,2024-09-26 09:31:00,שמש,יוסף,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,3,3,3,1,4,3,1,4,2
STU0800,פיילוט א,2025-01-26 11:54:00,בן דוד,שון,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,3,2,4,2,2,3,2,2,3
STU0801,פיילוט ג,2024-11-26 14:16:00,פרידמן,אדר,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,5,5,4,5,5,3,5,4,3
STU0802,פיילוט א,2025-02-27 08:22:00,מזרחי,עמית,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,4,2,4,1,2,4,1,4,3
STU0803,פיילוט ב,2024-11-29 14:30:00,גרוס,אייל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,4,5,4,3,4,3,5,4,5
STU0804,פיילוט א,2025-01-02 08:24:00,שפירא,שירה,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,1,2,3,2,2,4,2,1,2
STU0805,פיילוט ב,2024-12-21 08:15:00,שמש,מיכל,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,2,1,3,1,4,4,2,2,2
STU0806,פיילוט ב,2024-10-03 15:11:00,גרוס,יוסף,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,3,2,1,1,2,2,1,1,1
STU0807,פיילוט ג,2024-09-20 09:16:00,בן יוסף,רונית,1006,בית ספר נעמן עכו,י1,כיתה י׳1,1,1,1,3,1,3,2,1,2
STU0808,פיילוט ג,2025-01-13 12:20:00,בן יוסף,הדס,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,2,2,4,2,3,5,2,4,1
STU0809,פיילוט ב,2024-11-18 16:13:00,פרץ,ליאור,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,4,3,3,2,2,3,1,4,1
STU0810,פיילוט א,2025-01-29 14:19:00,מזרחי,יוסף,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,2,2,2,1,1,3,1,2,1
STU0811,פיילוט ג,2024-10-18 14:34:00,לוי,גיל,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,3,1,3,2,3,3,1,2,2
STU0812,פיילוט ב,2024-12-21 14:50:00,לוי,אורי,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,5,4,5,5,4,2,4,5,5
STU0813,פיילוט ג,2024-12-07 15:47:00,שמש,שירה,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,4,2,3,3,4,5,3,3,1
STU0814,פיילוט ג,2024-11-10 13:17:00,דהן,שון,1001,בית ספר אורט נהריה,י1,כיתה י׳1,2,1,4,2,3,5,2,2,3
STU0815,פיילוט ב,2024-12-29 08:22:00,נחמיאס,יונתן,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,4,2,3,1,3,4,1,3,1
STU0816,פיילוט א,2024-11-10 12:55:00,נחמיאס,שירה,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,2,2,4,3,3,3,2,2,2
STU0817,פיילוט א,2025-01-08 15:37:00,ברק,יוסף,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,5,5,4,3,4,4,3,4,5
STU0818,פיילוט ג,2024-11-29 09:04:00,בן דוד,רחל,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,4,3,5,4,5,4,3,5,3
STU0819,פיילוט א,2024-11-12 10:01:00,ברק,שון,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,3,4,5,4,5,3,3,5,4
